0.0,0.0,1
0.0,0.1,1
0.0,0.2,1
0.0,0.30000000000000004,1
0.0,0.4,1
0.0,0.5,1
0.0,0.6000000000000001,1
0.0,0.7000000000000001,1
0.0,0.8,1
0.0,0.9,1
0.0,1.0,1
0.1,0.0,1000
0.1,0.1,1000
0.1,0.2,1000
0.1,0.30000000000000004,1000
0.1,0.4,1000
0.1,0.5,1000
0.1,0.6000000000000001,1000
0.1,0.7000000000000001,1000
0.1,0.8,1000
0.1,0.9,1000
0.1,1.0,1000
0.2,0.0,819
0.2,0.1,1000
0.2,0.2,1000
0.2,0.30000000000000004,1000
0.2,0.4,1000
0.2,0.5,1000
0.2,0.6000000000000001,1000
0.2,0.7000000000000001,1000
0.2,0.8,1000
0.2,0.9,1000
0.2,1.0,1000
0.30000000000000004,0.0,667
0.30000000000000004,0.1,776
0.30000000000000004,0.2,963
0.30000000000000004,0.30000000000000004,1000
0.30000000000000004,0.4,995
0.30000000000000004,0.5,1000
0.30000000000000004,0.6000000000000001,1000
0.30000000000000004,0.7000000000000001,1000
0.30000000000000004,0.8,1000
0.30000000000000004,0.9,1000
0.30000000000000004,1.0,1000
0.4,0.0,580
0.4,0.1,671
0.4,0.2,675
0.4,0.30000000000000004,691
0.4,0.4,742
0.4,0.5,709
0.4,0.6000000000000001,687
0.4,0.7000000000000001,855
0.4,0.8,849
0.4,0.9,857
0.4,1.0,903
0.5,0.0,530
0.5,0.1,484
0.5,0.2,545
0.5,0.30000000000000004,541
0.5,0.4,590
0.5,0.5,556
0.5,0.6000000000000001,656
0.5,0.7000000000000001,657
0.5,0.8,768
0.5,0.9,581
0.5,1.0,699
0.6000000000000001,0.0,462
0.6000000000000001,0.1,438
0.6000000000000001,0.2,493
0.6000000000000001,0.30000000000000004,507
0.6000000000000001,0.4,537
0.6000000000000001,0.5,513
0.6000000000000001,0.6000000000000001,529
0.6000000000000001,0.7000000000000001,567
0.6000000000000001,0.8,528
0.6000000000000001,0.9,490
0.6000000000000001,1.0,604
0.7000000000000001,0.0,421
0.7000000000000001,0.1,378
0.7000000000000001,0.2,437
0.7000000000000001,0.30000000000000004,461
0.7000000000000001,0.4,456
0.7000000000000001,0.5,475
0.7000000000000001,0.6000000000000001,498
0.7000000000000001,0.7000000000000001,462
0.7000000000000001,0.8,498
0.7000000000000001,0.9,438
0.7000000000000001,1.0,516
0.8,0.0,266
0.8,0.1,396
0.8,0.2,328
0.8,0.30000000000000004,375
0.8,0.4,411
0.8,0.5,320
0.8,0.6000000000000001,437
0.8,0.7000000000000001,434
0.8,0.8,473
0.8,0.9,431
0.8,1.0,506
0.9,0.0,202
0.9,0.1,316
0.9,0.2,314
0.9,0.30000000000000004,380
0.9,0.4,348
0.9,0.5,321
0.9,0.6000000000000001,300
0.9,0.7000000000000001,362
0.9,0.8,402
0.9,0.9,355
0.9,1.0,348
1.0,0.0,43
1.0,0.1,251
1.0,0.2,232
1.0,0.30000000000000004,286
1.0,0.4,267
1.0,0.5,311
1.0,0.6000000000000001,246
1.0,0.7000000000000001,283
1.0,0.8,276
1.0,0.9,217
1.0,1.0,212
